City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
156,Yinchuan,CN,38.47,106.27,76.26,47,5,9.1,clear sky,0.0,0
157,Itarema,BR,-2.92,-39.92,83.28,59,0,15.23,clear sky,0.0,0
158,Tramagal,PT,39.45,-8.25,88.0,35,27,4.0,scattered clouds,0.0,0
159,Sinop,TR,41.77,34.87,69.8,77,75,6.93,broken clouds,0.0,0
160,Hun,LY,29.13,15.95,89.98,21,0,10.25,clear sky,0.0,0
161,Karratha,AU,-20.74,116.85,65.61,62,11,7.16,few clouds,0.0,0
162,Provideniya,RU,64.38,-173.3,45.09,93,100,8.32,overcast clouds,0.0,0
163,Tazovskiy,RU,67.47,78.7,45.81,75,98,14.61,overcast clouds,0.0,0
164,Faanui,PF,-16.48,-151.75,78.46,85,20,12.66,few clouds,0.0,0
165,Keetmanshoop,NA,-26.58,18.13,51.8,40,0,5.82,clear sky,0.0,0
166,Ipira,BR,-12.16,-39.74,81.95,54,69,7.29,light rain,0.22,0
167,Adre,TD,13.47,22.2,76.6,64,76,10.96,light rain,0.31,0
168,Tokmak,UA,47.25,35.71,61.23,79,66,9.4,broken clouds,0.0,0
169,Solvychegodsk,RU,61.33,46.92,63.95,94,80,4.61,broken clouds,0.0,0
170,Torbay,CA,47.67,-52.73,66.99,87,90,12.75,overcast clouds,0.0,0
171,Vardo,NO,70.37,31.11,46.4,87,20,16.11,few clouds,0.0,0
172,Sarangani,PH,5.4,125.46,83.91,72,92,9.42,light rain,0.45,0
173,Ilulissat,GL,69.22,-51.1,44.6,75,75,6.93,broken clouds,0.0,0
174,Srednekolymsk,RU,67.45,153.68,39.51,80,89,17.36,overcast clouds,0.0,0
175,Neka,IR,36.65,53.3,78.21,73,43,1.07,scattered clouds,0.0,0
176,Kitgum,UG,3.28,32.89,67.73,88,74,1.05,light rain,0.68,0
177,Fairbanks,US,64.84,-147.72,59.0,82,90,2.35,overcast clouds,0.0,0
178,Galveston,US,29.37,-94.97,96.01,70,40,12.75,scattered clouds,0.0,0
179,Aykhal,RU,66.0,111.5,64.4,55,28,4.47,scattered clouds,0.0,0
180,Sitges,ES,41.24,1.81,80.01,51,100,1.99,overcast clouds,0.0,0
181,Nadvoitsy,RU,63.87,34.32,55.69,87,86,7.67,light rain,0.14,0
182,Mount Isa,AU,-20.73,139.5,37.4,51,0,4.7,clear sky,0.0,0
183,Baishishan,CN,43.58,127.57,61.92,72,0,1.74,clear sky,0.0,0
184,Coquimbo,CL,-29.95,-71.34,50.0,100,90,5.82,overcast clouds,0.0,0
185,San Javier,ES,37.81,-0.84,79.0,74,20,6.93,few clouds,0.0,0
186,Ulladulla,AU,-35.35,150.47,51.8,81,90,14.99,overcast clouds,0.0,0
187,Lillooet,CA,50.69,-121.94,71.6,43,1,8.05,clear sky,0.0,0
188,Tarbagatay,RU,51.48,107.36,68.0,72,39,6.71,moderate rain,2.26,0
189,Deputatskiy,RU,69.3,139.9,51.49,90,96,3.33,overcast clouds,0.0,0
190,Mahanoro,MG,-19.9,48.8,66.33,85,0,1.74,clear sky,0.0,0
191,Mahebourg,MU,-20.41,57.7,71.6,88,40,9.17,shower rain,0.0,0
192,Korla,CN,41.76,86.15,82.99,47,46,1.01,scattered clouds,0.0,0
193,Ambatondrazaka,MG,-17.83,48.42,55.8,91,19,3.0,few clouds,0.0,0
194,Denpasar,ID,-8.65,115.22,78.8,100,75,13.87,broken clouds,0.0,0
195,Boston,US,42.36,-71.06,82.0,69,75,9.17,broken clouds,0.0,0
196,Faya,SA,18.39,42.45,84.2,26,20,9.17,few clouds,0.0,0
197,Katherine,AU,-14.47,132.27,57.2,44,0,5.82,clear sky,0.0,0
198,Bontang,ID,0.13,117.5,76.55,87,52,3.0,broken clouds,0.0,0
199,Chuy,UY,-33.7,-53.46,50.27,52,0,13.13,clear sky,0.0,0
200,Bandarbeyla,SO,9.49,50.81,78.64,78,96,29.89,overcast clouds,0.0,0
201,Tautira,PF,-17.73,-149.15,75.2,88,75,3.36,shower rain,0.0,0
202,Astghadzor,AM,40.12,45.36,58.73,71,41,4.21,light rain,0.19,0
203,Umm Lajj,SA,25.02,37.27,84.81,52,0,6.82,clear sky,0.0,0
204,Tucumcari,US,35.17,-103.72,98.6,18,1,8.05,clear sky,0.0,0
205,Luwuk,ID,-0.95,122.79,76.69,81,64,5.41,broken clouds,0.0,0
206,Tilichiki,RU,60.47,166.1,48.72,96,95,4.61,overcast clouds,0.0,0
207,Port Macquarie,AU,-31.43,152.92,57.0,72,62,4.0,broken clouds,0.0,0
208,Belmonte,BR,-15.86,-38.88,78.8,74,20,8.05,few clouds,0.0,0
209,Souillac,MU,-20.52,57.52,71.6,88,40,9.17,shower rain,0.0,0
210,Nantong,CN,32.03,120.87,73.0,95,100,6.08,light rain,0.51,0
211,Debre Birhan,ET,9.68,39.53,55.53,76,33,4.16,scattered clouds,0.0,0
212,Ust-Omchug,RU,61.15,149.63,58.46,85,48,4.41,scattered clouds,0.0,0
213,Barrow,US,71.29,-156.79,35.6,93,90,9.17,mist,0.0,0
214,Ha Noi,VN,21.02,105.84,86.0,74,97,6.93,overcast clouds,0.0,0
215,Tateyama,JP,34.98,139.87,73.0,92,100,3.0,light rain,0.12,0
216,Ponta Delgada,PT,37.73,-25.67,77.0,65,20,5.82,few clouds,0.0,0
217,Ternate,ID,0.8,127.4,80.33,77,92,6.26,light rain,0.68,0
218,Batangafo,CF,7.3,18.28,71.46,89,100,0.96,overcast clouds,0.0,0
219,Teguise,ES,29.06,-13.56,78.8,65,20,27.51,few clouds,0.0,0
220,Turkmenabat,TM,39.07,63.58,95.0,21,38,6.93,scattered clouds,0.0,0
221,Port Elizabeth,ZA,-33.92,25.57,48.2,81,80,13.87,light rain,0.0,0
222,Marzuq,YE,14.4,46.47,86.34,40,79,5.3,broken clouds,0.0,0
223,Hirara,JP,24.8,125.28,85.84,80,87,20.38,light rain,0.24,0
224,Baykit,RU,61.67,96.37,55.22,88,38,5.79,scattered clouds,0.0,0
225,Norman Wells,CA,65.28,-126.83,64.4,72,75,5.82,broken clouds,0.0,0
226,Priargunsk,RU,50.37,119.1,62.83,84,94,3.2,overcast clouds,0.0,0
227,Saldanha,ZA,-33.01,17.94,53.6,62,39,1.12,scattered clouds,0.0,0
228,Asyut,EG,27.18,31.18,91.4,31,1,16.11,clear sky,0.0,0
229,Marevo,RU,57.31,32.08,58.71,69,100,6.13,overcast clouds,0.0,0
230,Zhezkazgan,KZ,47.8,67.71,80.4,35,0,13.47,clear sky,0.0,0
231,Chipinge,ZW,-20.19,32.62,56.52,34,0,0.74,clear sky,0.0,0
232,Kanniyakumari,IN,8.08,77.57,82.27,75,100,17.94,overcast clouds,0.0,0
233,Inhambane,MZ,-23.86,35.38,69.8,77,0,4.7,clear sky,0.0,0
234,Lorengau,PG,-2.02,147.27,82.22,73,100,5.79,overcast clouds,0.0,0
235,Henties Bay,NA,-22.12,14.28,59.0,79,0,1.99,clear sky,0.0,0
236,Vila Franca Do Campo,PT,37.72,-25.43,77.0,65,20,5.82,few clouds,0.0,0
237,Piacabucu,BR,-10.41,-36.43,79.54,72,8,6.96,clear sky,0.0,0
238,Lavrentiya,RU,65.58,-171.0,43.29,95,100,8.63,light rain,0.54,0
239,Khatanga,RU,71.97,102.5,56.75,81,73,6.58,broken clouds,0.0,0
240,Saskylakh,RU,71.92,114.08,60.04,83,92,11.86,overcast clouds,0.0,0
241,Kimbe,PG,-5.55,150.14,74.71,87,85,3.71,overcast clouds,0.0,0
242,Furano,JP,43.28,142.47,54.75,94,88,3.2,overcast clouds,0.0,0
243,Cumana,VE,10.46,-64.18,83.97,71,50,10.98,scattered clouds,0.0,0
244,Carnarvon,AU,-24.87,113.63,64.4,77,40,11.41,scattered clouds,0.0,0
245,Vestmannaeyjar,IS,63.44,-20.27,53.6,81,75,13.87,broken clouds,0.0,0
246,Upernavik,GL,72.79,-56.15,41.5,86,100,13.65,overcast clouds,0.0,0
247,Kodinsk,RU,58.69,99.18,59.29,89,42,2.86,scattered clouds,0.0,0
248,Nemuro,JP,43.32,145.57,54.41,91,76,8.9,broken clouds,0.0,0
249,Derzhavinsk,KZ,51.1,66.32,74.46,54,0,8.34,clear sky,0.0,0
250,Vila Velha,BR,-20.33,-40.29,78.8,61,20,19.46,few clouds,0.0,0
251,Codrington,AU,-38.27,141.97,41.14,94,14,6.71,few clouds,0.0,0
252,Kaitangata,NZ,-46.28,169.85,43.0,89,57,1.99,broken clouds,0.0,0
253,Ginir,ET,7.13,40.7,60.08,83,32,7.18,scattered clouds,0.0,0
254,Kerrobert,CA,51.92,-109.13,64.4,59,75,28.86,broken clouds,0.0,0
255,Zinder,NE,13.81,8.99,91.4,49,40,4.7,thunderstorm,0.0,0
256,Myitkyina,MM,25.38,97.4,74.8,95,88,1.79,overcast clouds,0.0,0
257,Kyabe,TD,9.45,18.94,72.5,90,98,0.78,overcast clouds,0.0,0
258,Chapar,IN,26.27,90.47,80.85,86,89,4.61,light rain,0.33,0
259,Berlevag,NO,70.86,29.09,46.4,81,40,8.05,scattered clouds,0.0,0
260,Hobyo,SO,5.35,48.53,79.12,73,92,25.55,overcast clouds,0.0,0
261,Mayumba,GA,-3.43,10.66,71.6,86,99,2.06,overcast clouds,0.0,0
262,Russell,US,32.35,-85.2,93.2,52,75,4.7,broken clouds,0.0,0
263,Mar Del Plata,AR,-38.0,-57.56,50.0,53,75,14.99,broken clouds,0.0,0
264,Bara,NG,10.37,10.73,79.09,75,61,8.46,moderate rain,1.02,0
265,Port-Gentil,GA,-0.72,8.78,77.0,83,75,12.26,broken clouds,0.0,0
266,Pochutla,MX,15.74,-96.47,87.8,66,40,4.59,scattered clouds,0.0,0
267,Dandong,CN,40.13,124.39,64.29,95,38,2.17,scattered clouds,0.0,0
268,Porbandar,IN,21.64,69.61,83.73,83,100,10.22,moderate rain,1.3,0
269,Sitka,US,57.05,-135.33,55.4,93,90,5.82,light rain,0.76,0
270,Grand Gaube,MU,-20.01,57.66,71.01,83,0,5.99,clear sky,0.0,0
271,Powell,US,40.16,-83.08,86.0,42,1,4.7,clear sky,0.0,0
272,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,50.0,100,90,2.24,overcast clouds,0.0,0
273,Viransehir,TR,37.24,39.76,87.1,21,35,4.29,scattered clouds,0.0,0
274,North Vernon,US,39.01,-85.62,84.0,55,6,1.01,clear sky,0.0,0
275,Doha,QA,25.29,51.53,97.0,71,0,6.93,clear sky,0.0,0
276,Dahegam,IN,23.17,72.82,84.2,89,75,9.17,haze,0.0,0
277,Walvis Bay,NA,-22.96,14.51,66.2,48,0,4.7,clear sky,0.0,0
278,Mogwase,ZA,-25.18,27.27,47.01,50,0,11.97,clear sky,0.0,0
279,San Luis,AR,-33.3,-66.34,60.93,32,0,13.35,clear sky,0.0,0
280,San Francisco,US,37.77,-122.42,66.2,63,1,8.05,clear sky,0.0,0
281,Alofi,NU,-19.06,-169.92,69.8,64,49,12.75,scattered clouds,0.0,0
282,Wote,KE,-1.78,37.63,66.33,61,30,5.99,scattered clouds,0.0,0
283,The Valley,AI,18.22,-63.06,89.6,62,40,14.99,scattered clouds,0.0,0
284,La Rioja,ES,42.25,-2.5,75.2,41,58,9.17,broken clouds,0.0,0
285,Broken Hill,AU,-31.95,141.43,37.4,86,8,4.0,clear sky,0.0,0
286,Lensk,RU,60.73,114.93,63.05,70,38,3.98,scattered clouds,0.0,0
287,Pachino,IT,36.72,15.09,78.01,81,0,4.52,clear sky,0.0,0
288,General Roca,AR,-39.03,-67.58,46.4,42,39,3.36,scattered clouds,0.0,0
289,Amapa,BR,1.0,-52.0,82.92,74,44,3.49,light rain,0.56,0
290,Brownsville,US,25.9,-97.5,93.99,52,75,16.11,broken clouds,0.0,0
291,Saint-Leu,RE,-21.15,55.28,69.8,88,4,6.93,clear sky,0.0,0
292,Oktyabrskiy,RU,54.48,53.47,75.42,80,0,6.67,clear sky,0.0,0
293,Fatima,PT,39.62,-8.65,79.0,60,20,20.8,few clouds,0.0,0
294,Port Lincoln,AU,-34.73,135.87,53.04,61,31,14.99,scattered clouds,0.0,0
295,Nouakchott,MR,18.09,-15.98,82.4,65,0,25.28,dust,0.0,0
296,Xilitla,MX,21.33,-98.97,89.26,49,5,7.49,clear sky,0.0,0
297,Muswellbrook,AU,-32.27,150.9,43.48,87,65,3.2,broken clouds,0.0,0
298,Gondanglegi,ID,-7.75,112.01,74.08,88,0,6.73,clear sky,0.0,0
299,Esperance,AU,-33.87,121.9,46.4,81,0,10.29,clear sky,0.0,0
300,Sungaipenuh,ID,-2.08,101.38,65.55,89,100,4.21,overcast clouds,0.0,0
301,Store Heddinge,DK,55.31,12.39,64.4,77,100,8.05,overcast clouds,0.0,0
302,Urusha,RU,54.05,122.9,64.06,78,99,0.92,overcast clouds,0.0,0
303,Kodiak,US,57.79,-152.41,64.4,52,1,12.75,clear sky,0.0,0
304,Cabo San Lucas,MX,22.89,-109.91,93.2,66,20,20.8,few clouds,0.0,0
305,Barda,AZ,40.37,47.13,81.28,62,100,14.12,overcast clouds,0.0,0
306,Namatanai,PG,-3.67,152.43,78.75,75,99,3.76,overcast clouds,0.0,0
307,Yarovoye,RU,52.93,78.58,68.95,84,7,10.89,clear sky,0.0,0
308,Shenjiamen,CN,29.96,122.3,73.18,88,98,8.61,light rain,0.36,0
309,Mazagao,BR,-0.12,-51.29,91.4,59,40,5.82,scattered clouds,0.0,0
310,Jiexiu,CN,37.02,111.91,69.8,67,3,6.96,clear sky,0.0,0
311,Opotiki,NZ,-38.08,177.28,53.01,99,100,1.7,light rain,0.16,0
312,Kavaratti,IN,10.57,72.64,82.83,76,100,17.18,light rain,0.88,0
313,Batagay-Alyta,RU,67.8,130.41,49.89,88,4,2.64,clear sky,0.0,0
314,Kidal,ML,18.44,1.41,89.62,41,17,27.04,light rain,0.26,0
315,Ijero,NG,6.48,3.38,80.6,78,20,17.22,few clouds,0.0,0
316,Tarifa,ES,36.01,-5.61,89.6,83,40,11.41,haze,0.0,0
